timestamp,open,high,low,close,volume
2020-07-02,188.1000,195.3900,187.4600,192.5300,8931146
2020-06-30,173.1000,194.0900,167.0000,187.3300,140007870
2020-05-29,158.4900,184.8000,155.0800,174.7900,142205114
2020-04-30,138.3200,165.3000,130.0362,161.9500,145884316
2020-03-31,172.2000,178.4200,115.2900,143.9800,227007895
2020-02-28,183.2600,195.7200,163.1200,170.4000,117898456
2020-01-31,163.9200,186.4400,163.5800,182.3100,104694523
2019-12-31,163.1000,165.4600,154.5000,162.6400,109555847
2019-11-29,157.9100,166.3400,155.4700,162.8900,92456195
2019-10-31,149.4900,158.4200,141.4900,156.4900,101834364
2019-09-30,154.2100,156.8800,146.7500,148.4400,94072444
2019-08-30,154.7300,158.4200,137.8700,156.0700,201289175
2019-07-31,154.5700,161.6100,151.6800,154.5000,113142118
2019-06-28,150.7000,162.9900,142.5100,151.7300,182833695
2019-05-31,166.0100,166.2200,151.2000,151.4100,100320266
2019-04-30,160.1000,167.5600,153.1700,165.3500,80969259
2019-03-29,165.1500,166.9900,150.2500,158.3700,135506300
2019-02-28,152.4000,164.6000,151.0700,163.6500,96292683
2019-01-31,133.4000,153.3800,130.1001,151.9700,117781534
2018-12-31,146.3000,147.0700,120.1600,136.9700,138255094
2018-11-30,138.4000,143.6300,113.6000,142.7600,165747763
2018-10-31,160.1100,161.1900,128.0300,137.2400,156926632
2018-09-28,152.1100,161.0800,147.0800,159.0300,103930418
2018-08-31,138.0000,154.9700,136.7500,152.6800,109287927
2018-07-31,136.1500,149.3500,135.3000,137.1500,98728390
2018-06-29,129.8800,142.1200,128.3525,136.4000,117996932
2018-05-31,120.8800,132.5500,120.4200,129.3300,106160768
2018-04-30,115.9100,124.7400,113.6100,120.9900,95571623
2018-03-29,120.9100,128.8700,111.3400,116.3000,173501324
2018-02-28,113.3000,118.1500,102.3700,116.2500,108793788
2018-01-31,102.8800,114.5200,102.2700,113.9100,77359350
2017-12-29,103.8600,105.8800,98.6800,102.2300,79825674
2017-11-30,103.6700,109.1900,101.3000,104.3200,103698894
2017-10-31,93.7200,102.4500,93.4500,102.3400,73577868
2017-09-29,95.7500,98.2200,92.1100,93.4200,84115239
2017-08-31,91.3700,95.6600,87.2600,95.4900,97274959
2017-07-31,87.0100,92.1300,85.1200,90.8000,62275002
2017-06-30,90.0000,91.9900,83.5500,86.6000,115496860
2017-05-31,86.2500,91.8100,86.1100,89.6400,109727386
2017-04-28,82.6100,86.4200,81.5500,86.1200,72931545
2017-03-31,82.8700,84.4000,80.5000,82.4900,103159598
2017-02-28,78.9100,83.1300,77.4500,81.3500,90074782
2017-01-31,69.2900,80.0000,69.0000,79.1000,97772009
2016-12-30,72.1400,72.2700,66.4300,68.4600,119846483
2016-11-30,75.9900,80.3700,72.0000,72.0000,159258684
2016-10-31,71.1500,76.1600,66.7700,75.1600,225369901
2016-09-30,75.4500,76.5500,69.8100,71.3300,169605283
2016-08-31,81.7800,81.8000,75.8700,79.4200,107533678
2016-07-29,79.5900,83.0900,77.7300,81.8000,59903117
2016-06-30,82.0700,83.8500,75.5100,79.4100,84248123
2016-05-31,76.3000,84.4800,73.1700,83.7100,91836342
2016-04-29,73.3800,77.8200,73.1100,75.8000,58311810
2016-03-31,68.1200,74.6600,67.5000,73.8300,86996601
2016-02-29,67.5900,70.8400,52.6000,67.7500,189580908
