timestamp,open,high,low,close,volume
2020-07-02,380.8300,389.5000,376.5200,384.4900,17268659
2020-06-30,353.3300,385.7000,346.3200,379.9100,243002408
2020-05-29,284.3500,367.2700,280.8432,355.0200,312360731
2020-04-30,255.6500,304.2000,238.3900,292.2800,282017179
2020-03-31,276.9000,284.8900,180.6807,263.6000,394309113
2020-02-28,235.7000,316.3200,235.4500,270.0700,296379863
2020-01-31,238.7500,259.5000,231.2700,236.4300,152923749
2019-12-31,216.4600,241.8100,200.3700,235.3000,164328924
2019-11-29,199.6000,221.4100,198.5925,216.7400,183460462
2019-10-31,175.0000,208.9000,170.1300,201.0200,194847227
2019-09-30,164.5800,188.4000,163.2520,174.0700,160186748
2019-08-30,169.1400,173.4500,147.3940,167.5100,238715294
2019-07-31,172.5700,178.8900,155.0000,168.7200,210468645
2019-06-28,135.9100,165.3700,132.6000,164.2300,205833345
2019-05-31,183.1100,184.8700,135.3900,135.4600,279518852
2019-04-30,183.2600,193.4700,173.3000,181.0000,236076606
2019-03-29,156.2700,185.0000,144.8000,179.5600,301712810
2019-02-28,144.5000,165.2800,142.5800,154.2600,286143490
2019-01-31,130.6400,160.8800,127.6932,143.7500,421791107
2018-12-31,172.6000,174.6800,124.4600,133.5000,311279473
2018-11-30,212.3000,222.0000,133.3100,163.4300,404058585
2018-10-31,284.1600,292.7600,176.0100,210.8300,324449489
2018-09-28,280.1500,285.2200,258.6800,281.0200,158504898
2018-08-31,246.1300,281.7170,238.7200,280.6800,272951421
2018-07-31,234.0900,256.6000,233.2649,244.8600,158081687
2018-06-29,254.0000,269.2000,235.0100,236.9000,219638498
2018-05-31,224.5700,260.5000,222.2000,252.1900,299456113
2018-04-30,228.7400,239.2500,210.3000,224.9000,278676971
2018-03-29,241.9100,254.5000,217.0000,231.5900,350302126
2018-02-28,238.5200,251.9675,204.0000,242.0000,358836498
2018-01-31,195.7800,249.2700,194.5000,245.8000,275174934
2017-12-29,199.3100,200.3000,180.5800,193.5000,249998757
2017-11-30,209.3500,218.6700,191.2300,200.7100,288448745
2017-10-31,180.8000,207.8900,177.0000,206.8100,282241671
2017-09-29,169.9500,191.2000,162.7100,178.7700,354779197
2017-08-31,162.1250,174.5600,152.9100,169.4400,356899929
2017-07-31,145.0500,169.9270,138.5800,162.5100,382121590
2017-06-30,144.9900,168.5000,142.1100,144.5600,487058309
2017-05-31,104.7400,147.0000,102.3100,144.3500,469403432
2017-04-28,108.9500,109.6500,95.4900,104.3000,238801668
2017-03-31,103.7900,110.0000,95.1700,108.9300,357243119
2017-02-28,110.5800,120.9200,95.7000,101.4800,355169590
2017-01-31,104.4000,111.8900,99.1100,109.1800,334936385
2016-12-30,92.1000,119.9300,84.7700,106.7400,452055630
2016-11-30,71.4200,95.2499,66.5750,92.2000,319186695
2016-10-31,68.5200,72.9500,63.7000,71.1600,163789051
2016-09-30,61.3900,69.1900,57.3150,68.5200,216644185
2016-08-31,57.3400,63.4964,55.5000,61.3400,232628024
2016-07-29,46.7500,57.2500,46.0300,57.1000,180251256
2016-06-30,46.5000,48.5400,44.5700,47.0100,204978756
2016-05-31,35.8700,46.8150,34.4000,46.7200,259213398
2016-04-29,35.4100,37.4600,34.6300,35.5300,168356804
2016-03-31,31.4400,36.2500,31.0400,35.6300,164224972
2016-02-29,29.2600,32.1162,24.7500,31.3600,225001134
2016-01-29,32.2900,33.4400,26.4500,29.2900,203476313
2015-12-31,32.0000,33.9400,31.9700,32.9600,140690850
2015-11-30,28.4600,31.9400,27.6300,31.7200,183626266
2015-10-30,24.6500,28.7800,23.4700,28.3700,201349013
2015-09-30,21.8300,24.6800,21.4000,24.6500,161618932
2015-08-31,20.1100,23.9500,19.8500,22.4800,236729390
2015-07-31,20.6100,20.9000,19.0900,19.9500,137012807
