timestamp,open,high,low,close,volume,Ticker,Sector
2020-07-02,54.69,56.425,54.68,55.94,31283242,ORCL,Information Technology
2020-06-30,53.28,55.965,50.91,55.27,336465924,ORCL,Information Technology
2020-05-29,52.38,54.15,50.86,53.77,213860075,ORCL,Information Technology
2020-04-30,46.55,54.72,46.04,52.97,261490129,ORCL,Information Technology
2020-03-31,49.73,51.84,39.71,48.33,499459782,ORCL,Information Technology
2020-02-28,52.73,55.89,47.9,49.46,193541592,ORCL,Information Technology
2020-01-31,53.27,55.69,52.2846,52.45,201147047,ORCL,Information Technology
2019-12-31,56.23,56.66,52.55,52.98,265461100,ORCL,Information Technology
2019-11-29,54.81,57.058,54.5503,56.14,157228396,ORCL,Information Technology
2019-10-31,55.04,57.33,52.675,54.49,252690048,ORCL,Information Technology
2019-09-30,51.94,56.29,51.55,55.03,335168786,ORCL,Information Technology
2019-08-30,56.3,56.85,51.25,52.06,225563272,ORCL,Information Technology
2019-07-31,57.15,60.5,55.62,56.3,251481004,ORCL,Information Technology
2019-06-28,50.56,57.47,49.89,56.97,417220273,ORCL,Information Technology
2019-05-31,55.32,55.415,50.51,50.6,240093024,ORCL,Information Technology
2019-04-30,53.88,55.53,53.33,55.33,193507042,ORCL,Information Technology
2019-03-29,52.5,54.375,51.0,53.71,370697217,ORCL,Information Technology
2019-02-28,50.52,53.03,49.82,52.13,257842921,ORCL,Information Technology
2019-01-31,44.48,50.5,44.41,50.23,324808269,ORCL,Information Technology
2018-12-31,49.44,50.22,42.4,45.15,539064202,ORCL,Information Technology
2018-11-30,48.96,51.445,46.785,48.76,371552674,ORCL,Information Technology
2018-10-31,51.22,51.99,46.335,48.84,444354621,ORCL,Information Technology
2018-09-28,48.36,52.11,47.33,51.56,423451536,ORCL,Information Technology
2018-08-31,47.91,49.7,46.63,48.58,310535427,ORCL,Information Technology
2018-07-31,43.96,49.17,43.77,47.68,424272921,ORCL,Information Technology
2018-06-29,47.08,48.67,42.57,44.06,469788606,ORCL,Information Technology
2018-05-31,45.39,47.54,44.49,46.72,253549308,ORCL,Information Technology
2018-04-30,45.65,47.29,44.04,45.67,288014986,ORCL,Information Technology
2018-03-29,50.96,53.48,44.51,45.75,423075280,ORCL,Information Technology
2018-02-28,51.36,51.98,45.92,50.67,285728989,ORCL,Information Technology
2018-01-31,47.57,52.79,46.17,51.59,341440905,ORCL,Information Technology
2017-12-29,49.05,50.71,47.0,47.28,358130344,ORCL,Information Technology
2017-11-30,51.1,51.17,48.2,49.06,244328036,ORCL,Information Technology
2017-10-31,48.72,51.28,48.0,50.9,306973191,ORCL,Information Technology
2017-09-29,50.35,53.14,47.64,48.35,397932956,ORCL,Information Technology
2017-08-31,50.18,50.515,47.98,50.33,212474504,ORCL,Information Technology
2017-07-31,50.05,51.36,48.77,49.93,218234622,ORCL,Information Technology
2017-06-30,45.52,51.85,43.74,50.14,382006869,ORCL,Information Technology
2017-05-31,45.01,45.78,43.6,45.39,215967042,ORCL,Information Technology
2017-04-28,44.68,45.05,43.76,44.96,215280681,ORCL,Information Technology
2017-03-31,42.75,46.99,42.25,44.61,359660482,ORCL,Information Technology
2017-02-28,40.22,43.26,39.68,42.59,224193283,ORCL,Information Technology
2017-01-31,38.45,40.39,38.3,40.11,244688378,ORCL,Information Technology
2016-12-30,40.11,41.14,37.64,38.45,308405154,ORCL,Information Technology
2016-11-30,38.58,40.74,37.975,40.19,262339245,ORCL,Information Technology
2016-10-31,39.2,39.335,37.62,38.42,218447030,ORCL,Information Technology
2016-09-30,40.98,41.4196,38.71,39.28,296182117,ORCL,Information Technology
2016-08-31,40.91,41.64,40.58,41.22,222836062,ORCL,Information Technology
2016-07-29,40.7,41.91,40.02,41.04,233387710,ORCL,Information Technology
2016-06-30,40.06,41.155,38.075,40.94,433573879,ORCL,Information Technology
2016-05-31,39.9,40.43,38.56,40.2,206835324,ORCL,Information Technology
2016-04-29,40.68,41.49,39.37,39.86,218454191,ORCL,Information Technology
2016-03-31,37.15,42.0,37.04,40.91,360649776,ORCL,Information Technology
2016-02-29,35.9,37.65,34.47,36.78,305502215,ORCL,Information Technology
2016-01-29,36.01,36.31,33.13,36.31,391875999,ORCL,Information Technology
2015-12-31,39.09,39.39,36.1,36.53,372871591,ORCL,Information Technology
2015-11-30,39.05,40.64,37.22,38.97,294535169,ORCL,Information Technology
2015-10-30,36.23,39.04,35.64,38.84,317498512,ORCL,Information Technology
2015-09-30,36.33,38.52,35.24,36.12,391991878,ORCL,Information Technology
2015-08-31,39.95,40.045,35.14,37.09,302349958,ORCL,Information Technology
2015-07-31,40.61,41.02,38.44,39.94,301136684,ORCL,Information Technology
2015-06-30,43.84,45.24,40.11,40.3,434694612,ORCL,Information Technology
2015-05-29,43.44,44.85,43.0,43.49,182133827,ORCL,Information Technology
2015-04-30,42.99,44.9,42.21,43.62,278192692,ORCL,Information Technology
2015-03-31,43.81,44.935,41.26,43.15,345052758,ORCL,Information Technology
2015-02-27,42.21,44.37,41.56,43.82,215893128,ORCL,Information Technology
2015-01-30,45.02,45.33,41.82,41.89,314337721,ORCL,Information Technology
2014-12-31,42.01,46.705,39.92,44.97,352677328,ORCL,Information Technology
2014-11-28,39.02,42.51,38.76,42.41,210695702,ORCL,Information Technology
2014-10-31,38.32,40.59,35.82,39.05,355990920,ORCL,Information Technology
2014-09-30,41.6,42.09,38.14,38.28,411795425,ORCL,Information Technology
2014-08-29,40.19,42.04,39.53,41.53,184693660,ORCL,Information Technology
2014-07-31,40.41,41.36,39.86,40.39,279906500,ORCL,Information Technology
2014-06-30,41.96,43.19,39.93,40.53,325033500,ORCL,Information Technology
2014-05-30,40.72,42.35,40.49,42.02,267018700,ORCL,Information Technology
2014-04-30,41.04,42.0,38.965,40.88,384502100,ORCL,Information Technology
2014-03-31,38.72,41.43,37.38,40.91,439593500,ORCL,Information Technology
2014-02-28,37.09,39.37,35.44,39.11,254578900,ORCL,Information Technology
2014-01-31,37.78,38.77,36.49,36.9,334053900,ORCL,Information Technology
2013-12-31,35.37,38.34,33.22,38.26,468655300,ORCL,Information Technology
2013-11-29,33.7,35.42,33.41,35.29,323481000,ORCL,Information Technology
2013-10-31,33.2,33.95,32.0,33.5,421757800,ORCL,Information Technology
2013-09-30,32.17,34.34,31.8201,33.17,454916400,ORCL,Information Technology
2013-08-30,32.62,33.65,31.56,31.86,346619900,ORCL,Information Technology
2013-07-31,30.89,32.75,29.95,32.35,675439200,ORCL,Information Technology
2013-06-28,33.85,34.75,29.86,30.71,701001000,ORCL,Information Technology
2013-05-31,32.75,35.32,32.72,33.78,474311500,ORCL,Information Technology
2013-04-30,32.36,33.95,31.67,32.78,543579600,ORCL,Information Technology
2013-03-28,34.12,36.43,31.16,32.33,640045400,ORCL,Information Technology
2013-02-28,35.87,36.31,34.06,34.24,347205100,ORCL,Information Technology
2013-01-31,34.08,35.88,33.93,35.51,401941600,ORCL,Information Technology
2012-12-31,32.37,34.35,31.31,33.32,503002900,ORCL,Information Technology
2012-11-30,31.2,32.24,29.52,32.175,407092800,ORCL,Information Technology
2012-10-31,31.71,32.09,30.31,31.08,485591400,ORCL,Information Technology
2012-09-28,31.63,33.29,30.57,31.46,493825400,ORCL,Information Technology
2012-08-31,30.34,32.3,29.74,31.65,397712100,ORCL,Information Technology
2012-07-31,29.53,31.11,28.61,30.2,480418748,ORCL,Information Technology
2012-06-29,25.98,29.71,25.84,29.7,642899400,ORCL,Information Technology
