timestamp,open,high,low,close,volume,Ticker,Sector
2020-07-02,39.43,40.18,39.22,39.39,10018230,MO,Consumer Staples
2020-06-30,39.1,43.145,38.09,39.25,204999905,MO,Consumer Staples
2020-05-29,39.03,40.36,35.02,39.05,224579919,MO,Consumer Staples
2020-04-30,36.85,42.385,35.34,39.25,222231089,MO,Consumer Staples
2020-03-31,40.46,43.95,30.95,38.67,382754566,MO,Consumer Staples
2020-02-28,47.54,47.7,38.57,40.37,207562731,MO,Consumer Staples
2020-01-31,50.19,51.775,46.33,47.53,175232114,MO,Consumer Staples
2019-12-31,50.0,51.73,49.615,49.91,168836726,MO,Consumer Staples
2019-11-29,44.6,49.86,44.58,49.7,165884782,MO,Consumer Staples
2019-10-31,41.03,47.16,40.11,44.79,227411593,MO,Consumer Staples
2019-09-30,43.7,44.97,39.301,40.9,279994591,MO,Consumer Staples
2019-08-30,47.5,52.45,43.57,43.74,257695004,MO,Consumer Staples
2019-07-31,47.73,51.115,46.72,47.07,142879067,MO,Consumer Staples
2019-06-28,49.25,52.455,47.31,47.35,167471309,MO,Consumer Staples
2019-05-31,54.52,54.74,48.7,49.06,158368044,MO,Consumer Staples
2019-04-30,57.38,57.88,50.66,54.33,189535453,MO,Consumer Staples
2019-03-29,52.67,57.68,51.96,57.43,252396188,MO,Consumer Staples
2019-02-28,49.53,52.75,47.83,52.41,199276165,MO,Consumer Staples
2019-01-31,48.91,50.31,42.4,49.35,313558683,MO,Consumer Staples
2018-12-31,54.7,56.23,46.49,49.39,254998187,MO,Consumer Staples
2018-11-30,64.7,66.04,52.9,54.83,216738412,MO,Consumer Staples
2018-10-31,60.34,66.0,59.5,65.04,179045296,MO,Consumer Staples
2018-09-28,58.64,64.04,58.45,60.31,137744524,MO,Consumer Staples
2018-08-31,58.52,61.32,58.03,58.52,130281271,MO,Consumer Staples
2018-07-31,56.4,59.1,55.18,58.68,160059607,MO,Consumer Staples
2018-06-29,55.91,58.46,55.52,56.79,158931781,MO,Consumer Staples
2018-05-31,55.72,56.79,53.91,55.74,170830071,MO,Consumer Staples
2018-04-30,62.52,64.81,54.23,56.11,209373916,MO,Consumer Staples
