timestamp,open,high,low,close,volume,Ticker,Sector
2020-07-02,134.54,139.49,133.7,136.79,5029449,FIS,Information Technology
2020-06-30,138.91,143.4,129.38,134.09,90873646,FIS,Information Technology
2020-05-29,128.58,140.58,125.58,138.83,75194120,FIS,Information Technology
2020-04-30,116.28,137.19,112.2,131.89,89728888,FIS,Information Technology
2020-03-31,140.06,150.44,91.68,121.64,144570177,FIS,Information Technology
2020-02-28,145.1,158.21,135.15,139.72,72430822,FIS,Information Technology
2020-01-31,139.87,150.42,137.81,143.66,63710736,FIS,Information Technology
2019-12-31,138.0,139.79,134.04,139.09,62219034,FIS,Information Technology
2019-11-29,132.79,138.84,128.2,138.15,65485313,FIS,Information Technology
2019-10-31,133.23,133.91,125.01,131.76,66817342,FIS,Information Technology
2019-09-30,136.02,141.35,129.51,132.76,66571060,FIS,Information Technology
2019-08-30,133.59,140.73,124.59,136.22,102990805,FIS,Information Technology
2019-07-31,123.65,137.03,122.75,133.25,139290007,FIS,Information Technology
2019-06-28,120.81,125.26,115.82,122.68,57428731,FIS,Information Technology
2019-05-31,115.77,121.86,114.0,120.3,71333652,FIS,Information Technology
2019-04-30,113.48,117.98,109.96,115.93,73827920,FIS,Information Technology
2019-03-29,109.0,113.3,104.73,113.1,86412225,FIS,Information Technology
2019-02-28,104.54,110.05,104.54,108.15,45811770,FIS,Information Technology
2019-01-31,100.88,106.59,98.1,104.53,34335395,FIS,Information Technology
2018-12-31,109.0,109.98,94.53,102.55,28742411,FIS,Information Technology
2018-11-30,103.98,108.64,101.75,107.95,25280714,FIS,Information Technology
2018-10-31,109.41,109.58,98.35,104.1,42413244,FIS,Information Technology
2018-09-28,108.03,110.83,106.11,109.07,24532743,FIS,Information Technology
2018-08-31,103.27,109.39,102.23,108.17,29748065,FIS,Information Technology
2018-07-31,105.21,109.95,102.37,103.13,28064192,FIS,Information Technology
2018-06-29,102.95,108.0,102.65,106.03,34723822,FIS,Information Technology
2018-05-31,97.0,105.02,96.37,102.22,40478911,FIS,Information Technology
2018-04-30,95.9,98.0,93.71,94.97,33321177,FIS,Information Technology
2018-03-29,97.25,101.74,93.95,96.3,29640064,FIS,Information Technology
2018-02-28,102.3,102.88,92.12,97.18,38128083,FIS,Information Technology
2018-01-31,94.31,103.65,93.25,102.36,29188403,FIS,Information Technology
2017-12-29,94.13,96.44,92.85,94.09,28144566,FIS,Information Technology
2017-11-30,94.12,94.89,89.31,94.33,38561462,FIS,Information Technology
2017-10-31,93.46,96.67,90.8,92.76,23197948,FIS,Information Technology
2017-09-29,93.15,93.73,91.7,93.39,22179335,FIS,Information Technology
2017-08-31,90.62,93.055,88.97,92.92,32764240,FIS,Information Technology
2017-07-31,85.71,91.56,85.23,91.22,28126034,FIS,Information Technology
2017-06-30,85.87,87.32,83.36,85.4,32604005,FIS,Information Technology
2017-05-31,84.26,85.96,81.72,85.87,37018902,FIS,Information Technology
2017-04-28,79.87,84.58,78.885,84.19,29017973,FIS,Information Technology
2017-03-31,82.68,83.37,79.0,79.62,33500597,FIS,Information Technology
2017-02-28,79.68,83.86,75.52,82.27,38043179,FIS,Information Technology
2017-01-31,76.28,80.345,75.88,79.42,32278063,FIS,Information Technology
2016-12-30,77.17,77.78,73.97,75.64,42776493,FIS,Information Technology
2016-11-30,73.91,79.23,73.89,77.19,36459208,FIS,Information Technology
2016-10-31,76.8,78.69,73.25,73.92,30695604,FIS,Information Technology
2016-09-30,79.41,81.67,74.87,77.03,48041207,FIS,Information Technology
2016-08-31,79.73,80.72,77.73,79.33,27843706,FIS,Information Technology
2016-07-29,73.8,81.41,73.78,79.53,41031218,FIS,Information Technology
2016-06-30,74.19,75.8,68.03,73.68,46500409,FIS,Information Technology
2016-05-31,66.0,74.59,65.72,74.27,69449625,FIS,Information Technology
2016-04-29,63.64,66.79,63.3,65.8,36073880,FIS,Information Technology
2016-03-31,58.81,63.74,58.7,63.31,51919903,FIS,Information Technology
2016-02-29,59.38,61.035,55.105,58.25,44278529,FIS,Information Technology
2016-01-29,59.52,61.09,56.8,59.73,40319526,FIS,Information Technology
2015-12-31,63.97,65.96,58.49,60.6,51198163,FIS,Information Technology
2015-11-30,72.28,73.6,63.58,63.67,49769443,FIS,Information Technology
2015-10-30,67.75,73.01,66.16,72.92,25879016,FIS,Information Technology
2015-09-30,67.73,70.48,65.75,67.08,28908827,FIS,Information Technology
2015-08-31,65.5,72.295,64.31,69.06,38323455,FIS,Information Technology
2015-07-31,62.15,66.65,61.57,65.43,31558297,FIS,Information Technology
2015-06-30,62.75,64.93,61.54,61.8,26171928,FIS,Information Technology
2015-05-29,62.7,65.7,62.18,62.7,24491287,FIS,Information Technology
2015-04-30,67.94,68.55,60.79,62.49,40263601,FIS,Information Technology
2015-03-31,67.48,68.89,64.5,68.06,20933722,FIS,Information Technology
2015-02-27,62.86,68.98,61.65,67.59,22010629,FIS,Information Technology
2015-01-30,62.33,64.42,60.36,62.43,17131399,FIS,Information Technology
2014-12-31,60.83,64.3,59.71,62.2,21092519,FIS,Information Technology
2014-11-28,58.62,61.66,57.19,61.19,19719121,FIS,Information Technology
2014-10-31,56.11,59.24,51.38,58.39,31699625,FIS,Information Technology
2014-09-30,56.91,58.86,55.73,56.3,26022222,FIS,Information Technology
2014-08-29,56.22,57.65,54.7851,56.75,24118700,FIS,Information Technology
2014-07-31,54.89,57.07,54.66,56.4,25469200,FIS,Information Technology
2014-06-30,54.11,55.429,53.42,54.74,21793400,FIS,Information Technology
2014-05-30,53.51,54.97,52.13,54.15,27036800,FIS,Information Technology
2014-04-30,53.57,54.59,50.99,53.43,29111700,FIS,Information Technology
2014-03-31,55.0,56.68,52.0,53.45,26668300,FIS,Information Technology
2014-02-28,50.73,56.2,48.17,55.61,29209500,FIS,Information Technology
2014-01-31,53.4,53.611,50.2,50.7,32971800,FIS,Information Technology
2013-12-31,50.8,53.73,49.74,53.68,21947400,FIS,Information Technology
2013-11-29,48.95,51.49,47.4,50.68,22747900,FIS,Information Technology
2013-10-31,46.47,49.63,44.46,48.75,27594100,FIS,Information Technology
2013-09-30,44.91,47.33,44.18,46.44,20287000,FIS,Information Technology
2013-08-30,43.35,47.73,43.26,44.46,31648100,FIS,Information Technology
2013-07-31,43.14,45.43,42.61,43.16,26281600,FIS,Information Technology
2013-06-28,44.89,45.23,42.09,42.84,34631800,FIS,Information Technology
2013-05-31,41.93,45.95,41.84,44.9,37434600,FIS,Information Technology
2013-04-30,39.71,42.3,38.85,42.05,51866500,FIS,Information Technology
2013-03-28,37.46,39.66,36.87,39.62,50780400,FIS,Information Technology
2013-02-28,37.31,37.87,35.21,37.65,38792000,FIS,Information Technology
2013-01-31,35.17,37.93,35.13,37.11,39506900,FIS,Information Technology
2012-12-31,36.14,37.14,33.99,34.81,66812700,FIS,Information Technology
2012-11-30,32.86,36.43,32.68,36.1,38550100,FIS,Information Technology
2012-10-31,31.33,33.07,30.76,32.87,34089100,FIS,Information Technology
