timestamp,open,high,low,close,volume
2020-06-30,304.0200,315.8400,273.7100,294.9500,85360497
2020-05-29,288.3900,309.6600,275.5600,304.8500,86546932
2020-04-30,238.6900,304.0000,226.0300,292.4700,104200450
2020-03-31,257.3400,295.8400,187.7200,249.3800,189391290
2020-02-28,275.1300,306.7150,245.3000,254.9600,94507652
2020-01-31,293.9800,302.5400,271.1800,272.4500,84096898
2019-12-31,281.7800,300.0000,273.8500,293.9800,60274999
2019-11-29,253.9900,283.0000,249.0900,279.8700,72478136
2019-10-31,219.1900,255.7200,212.0800,252.7000,109184046
2019-09-30,231.7400,236.5600,213.1200,217.3200,88063142
2019-08-30,249.1900,251.5800,220.7800,234.0000,77474956
2019-07-31,245.9500,268.6900,239.5350,249.0100,82532528
2019-06-28,241.4900,253.4877,234.8340,244.0100,72928655
2019-05-31,233.0700,251.1800,227.1800,241.8000,101176377
2019-04-30,249.7100,250.2000,208.0700,233.0700,173460764
2019-03-29,243.5600,259.2488,234.5100,247.2600,101321079
2019-02-28,268.4700,272.4900,239.1500,242.2200,77373218
2019-01-31,245.0000,272.4351,236.1250,270.2000,82837918
2018-12-31,283.0000,287.9400,231.8100,249.1200,88903868
2018-11-30,262.9200,285.4500,258.2800,281.3600,74855147
2018-10-31,267.2500,272.8100,253.3200,261.3500,84594810
2018-09-28,268.0000,271.1600,257.4828,266.0400,53229183
2018-08-31,256.1000,270.1700,252.2300,268.4600,47632697
2018-07-31,245.0000,259.0100,244.1200,253.2200,49242993
2018-06-29,243.7400,256.7300,241.2900,245.3400,55453967
2018-05-31,237.0000,249.1700,228.2300,241.5100,59234312
2018-04-30,218.4600,241.6700,214.6300,236.4000,72538943
2018-03-29,225.7000,231.2700,212.4950,214.0000,77681924
2018-02-28,235.2600,237.8200,208.4800,226.1600,78563087
2018-01-31,221.0200,250.7900,220.0000,236.7800,80464848
2017-12-29,228.8900,231.7700,218.1900,220.4600,54351155
2017-11-30,211.6200,228.7500,208.9200,228.1700,50584579
2017-10-31,196.5900,212.7700,186.0000,210.2200,78087204
2017-09-29,199.7900,200.7600,188.2500,195.8500,56972628
2017-08-31,193.4000,199.4900,190.6300,198.9000,49985387
2017-07-31,186.2900,193.0000,183.8600,191.8100,55358151
2017-06-30,175.7800,188.6600,175.1900,185.4200,64667674
2017-05-31,175.0000,178.8900,166.6500,175.1800,62990645
2017-04-28,164.6200,176.0700,164.2500,174.8800,61062597
2017-03-31,166.7200,172.1400,162.7400,164.0100,84728788
2017-02-28,162.7500,166.7600,156.4900,165.3800,72700333
2017-01-31,161.1300,163.8000,156.0900,162.1000,72827837
2016-12-30,159.1200,164.0000,156.2300,160.0400,76784612
2016-11-30,141.5100,159.7600,136.2200,158.3200,96191309
2016-10-31,139.3500,146.3600,133.0300,141.3300,82023354
2016-09-30,136.8200,141.7800,132.3900,140.0000,67532220
2016-08-31,143.4200,144.1600,135.5500,136.0500,50523902
2016-07-29,141.1600,144.4800,139.3200,143.2000,71181693
2016-06-30,133.5800,141.3100,133.0200,141.2000,76463115
2016-05-31,132.6100,134.7500,128.5300,133.6700,55542218
2016-04-29,128.6900,135.1100,125.2600,131.6800,71248537
2016-03-31,119.4900,131.1050,119.3700,128.9000,67586265
2016-02-29,114.8300,122.2600,108.8301,119.1000,72336857
2016-01-29,116.9100,117.8900,107.5100,115.1600,88343063
2015-12-31,113.5300,121.0900,113.0500,117.6400,76130047
2015-11-30,118.6400,119.9500,109.6100,112.7100,82092408
2015-10-30,115.9400,125.9900,110.0718,117.7800,105957349
2015-09-30,113.3600,125.1200,111.0050,116.0100,94234869
2015-08-31,121.6100,126.2100,95.0000,115.7000,84222248
2015-07-31,122.9500,126.0500,116.6600,121.4000,95034628
2015-06-30,120.5400,124.1100,115.3600,122.0000,106435443
2015-05-29,112.2900,121.8500,111.7400,120.2100,72259514
2015-04-30,119.5200,122.3200,111.1200,111.4000,86878753
2015-03-31,113.7700,123.7600,111.6500,118.2900,83244491
2015-02-27,106.7300,116.5800,105.0700,113.6300,76170975
2015-01-30,101.5000,114.3200,98.4600,106.2500,100757323
2014-12-31,98.7500,104.0000,95.7500,101.0900,82469105
2014-11-28,95.4500,99.4200,93.0100,98.6300,68331973
2014-10-31,86.0000,96.0100,80.7200,95.0100,108354722
2014-09-30,87.1200,88.8500,85.5800,86.2500,66895899
2014-08-29,81.1400,87.2300,78.7400,86.6800,63070297
2014-07-31,81.7400,87.2400,80.5450,81.0500,87663600
2014-06-30,79.7700,82.5400,77.5300,81.7500,75611400
2014-05-30,75.0500,79.7400,74.2600,79.6300,73562500
2014-04-30,82.3500,83.0500,73.6100,75.0400,112716600
2014-03-31,76.7000,83.3200,75.6500,81.9900,104454400
2014-02-28,72.1400,77.7100,69.5700,77.2700,100618500
2014-01-31,74.9100,77.3299,70.8400,72.2800,111391100
2013-12-31,73.6400,75.5400,70.2000,75.3000,87821400
2013-11-29,68.2700,74.9900,67.9500,74.4800,77403500
2013-10-31,71.7400,75.4900,66.7200,68.2600,154282100
2013-09-30,71.8100,75.8800,70.4000,71.6100,88995300
2013-08-30,73.2300,73.6700,71.0000,71.7400,70393400
2013-07-31,65.8900,73.6600,64.6500,72.8500,116538400
2013-06-28,62.8900,66.1900,60.9500,65.4800,103889300
2013-05-31,59.9600,64.9000,58.8700,62.6300,119800600
2013-04-30,57.1600,63.9500,57.0101,59.9300,157336600
2013-03-28,53.3400,57.3100,52.8800,57.2100,109815200
2013-02-28,55.7400,58.2550,52.5100,53.4500,120496500
2013-01-31,54.8800,56.6900,51.3600,55.2100,161036700
2012-12-31,54.5600,55.8200,53.2800,54.2400,94058200
2012-11-30,55.8600,57.2400,51.0900,54.3900,137959500
2012-10-31,55.7200,58.2900,55.3401,56.0000,107598600
2012-09-28,54.4000,56.7500,52.5800,55.4100,133898300
2012-08-31,51.2100,55.0300,50.3200,54.3000,120000500
2012-07-31,58.8900,59.3100,50.8900,51.0900,165278500
2012-06-29,55.2200,60.7500,54.6900,58.5000,165413900
2012-05-31,56.2700,57.4200,53.7800,55.7700,115177500
2012-04-30,58.9400,59.7100,55.4800,56.1500,134294800
2012-03-30,55.7500,59.4300,53.4000,58.9400,139862700
2012-02-29,52.1600,56.1600,50.6800,55.7500,132436700
2012-01-31,51.2400,54.1834,49.8200,51.7900,156819300
2011-12-30,48.5900,51.7100,47.6300,50.6800,132044300
2011-11-30,46.8100,48.8800,43.4200,48.7700,144450500
2011-10-31,45.7700,50.0000,41.3200,47.9900,181413500
2011-09-30,47.5800,51.2400,44.0900,46.1200,178852800
2011-08-31,50.2800,50.3600,41.2700,47.5200,231912900
2011-07-29,51.8400,53.5000,48.1100,49.6300,148267000
2011-06-30,48.7000,52.6400,47.5700,51.5800,165969400
2011-05-31,49.4000,51.4600,46.9700,48.9500,158332700
2011-04-29,45.5000,49.3950,43.3000,49.2300,131301040
2011-03-31,42.5600,45.7497,41.4600,45.2000,121843800
2011-02-28,41.3600,44.3300,40.8950,42.5800,125298200
2011-01-31,36.3800,42.4400,36.3700,41.0500,162433900
2010-12-31,37.1400,37.9800,34.9400,36.1100,159579700
2010-11-30,36.2700,37.5000,34.5000,36.5200,180833400
2010-10-29,35.0700,37.9500,33.9400,36.0500,171901700
2010-09-30,32.0100,35.9400,31.8400,35.1100,160229900
2010-08-31,30.8900,33.7900,30.8200,31.7200,175165600
2010-07-30,28.3100,31.7200,27.1300,30.4500,184052600
2010-06-30,29.1800,31.8000,28.3100,28.4000,235428300
2010-05-28,30.5000,30.7400,27.9700,29.0700,200376300
2010-04-30,32.8000,34.0000,29.6200,30.3100,290275300
2010-03-31,34.0000,35.1600,31.9300,33.0600,262189500
2010-02-26,33.0300,34.3000,31.3900,33.8600,203370000
2010-01-29,31.3800,36.0700,30.9700,33.0000,278076300
2009-12-31,29.0000,33.2500,27.3000,30.4800,333531300
2009-11-30,26.0200,29.7400,25.6400,28.6700,189972900
2009-10-30,24.8900,26.8000,23.5000,25.9500,308267500
2009-09-30,27.9400,29.8800,24.5200,25.0400,264571800
2009-08-31,28.3400,30.0000,25.4200,28.0000,193463900
2009-07-31,25.0900,29.7100,23.6900,28.0600,234371800
2009-06-30,26.9000,28.4300,23.2300,24.9800,278463500
2009-05-29,23.5600,29.6900,22.7400,26.6000,205106600
2009-04-30,20.6100,26.1000,19.8500,23.5200,289077700
2009-03-31,19.1900,22.8900,16.1800,20.9300,343674000
2009-02-27,28.0000,30.2500,19.4200,19.6500,289614500
2009-01-30,26.7000,30.2500,23.7720,28.3300,197849000
2008-12-31,21.6700,27.3100,19.0500,26.6000,182675600
2008-11-28,23.6800,24.4900,15.1900,21.0100,196076300
2008-10-31,25.9700,25.9900,14.5100,23.7300,305228000
2008-09-30,30.4900,31.3850,21.0000,25.3900,203281600
2008-08-29,27.9900,33.4900,27.4400,30.4500,174608600
2008-07-31,26.1200,28.9700,21.2000,28.0800,357437500
2008-06-30,34.2200,34.4200,25.5000,26.2500,309936900
2008-05-30,32.9000,35.7700,31.4900,34.2100,257294200
2008-04-30,34.8400,38.3300,32.5000,32.6300,226787000
2008-03-31,46.4700,47.3700,33.5700,34.3600,293239400
2008-02-29,50.3600,51.0300,44.0000,46.4800,156703700
2008-01-31,57.1900,57.8600,48.1200,50.8400,191989500
2007-12-31,54.5700,59.4600,53.9000,58.2000,146016500
2007-11-30,48.8200,55.0000,48.1200,55.0000,170775100
2007-10-31,48.8700,49.9800,46.5900,49.1500,195434000
2007-09-28,50.1100,50.7500,48.0000,48.4300,139846900
2007-08-31,48.2400,50.4700,45.8200,50.0100,203350500
2007-07-31,51.5900,54.1000,48.1300,48.4300,174827500
2007-06-29,54.9400,55.4700,50.7000,51.1400,133693700
2007-05-31,52.9200,55.3200,52.0000,54.7700,146371700
2007-04-30,53.4000,55.9000,51.2500,53.0600,193938900
2007-03-30,51.9900,57.1000,51.2400,52.9700,230468300
2007-02-28,52.2700,54.9500,50.5100,52.1800,110885100
2007-01-31,53.8000,56.2900,50.7600,52.2600,133529600
2006-12-29,49.4400,54.4600,48.4850,53.7300,136069000
2006-11-30,49.3400,50.0000,45.1200,49.0800,171779800
2006-10-31,49.1100,52.6100,46.6100,48.7800,200568400
2006-09-29,51.9500,52.8400,47.9100,49.2000,94159600
2006-08-31,47.5000,52.0800,46.5000,51.9500,104044700
2006-07-31,44.8500,51.9400,44.2900,47.8300,156986800
2006-06-30,44.1400,47.3700,42.9000,44.7800,146019700
2006-05-31,49.7500,50.2200,41.4400,43.9600,346572100
2006-04-28,56.2300,56.6000,46.5600,49.7400,293812400
2006-03-31,58.0500,58.4600,53.2000,55.8600,163508300
2006-02-28,59.3000,59.8900,55.2500,58.2300,99779000
2006-01-31,62.6000,62.9300,57.1200,59.4200,156880900
2005-12-30,60.4200,64.6100,60.3600,62.1400,115006400
2005-11-30,58.1200,61.6500,57.1000,59.8600,119218600
2005-10-31,56.2100,58.4000,53.8400,57.8900,118202500
2005-09-30,51.5000,56.6600,50.5844,56.2000,111785700
2005-08-31,52.3400,53.3800,50.0900,51.5000,90521300
2005-07-29,53.0000,54.5000,47.7500,52.3000,157451800
2005-06-30,48.5800,53.6400,48.5800,52.1400,107510900
2005-05-31,94.0600,99.1500,48.5000,48.5800,65048650
2005-04-29,95.7500,99.7500,88.6000,94.5100,80478700
2005-03-31,90.6900,96.6500,89.2000,95.3800,54591500
2005-02-28,88.9500,91.8900,86.6500,91.1600,50343000
2005-01-31,87.2000,89.9400,85.2500,88.9000,57389200
2004-12-31,82.0000,88.7600,79.2600,88.0300,64300000
2004-11-30,72.2000,84.3500,71.5800,82.8500,69391900
2004-10-29,74.1000,75.1900,64.6100,72.4000,107596700
2004-09-30,65.9800,74.7500,65.8500,73.7400,55955500
2004-08-31,62.1100,66.1600,60.7100,66.1300,49709900
2004-07-30,61.3000,66.1000,59.3400,62.9000,90845700
2004-06-30,65.5000,66.0000,60.3000,62.2500,58370600
2004-05-28,61.5000,65.3200,58.6100,65.2500,70882200
2004-04-30,64.3500,68.5000,61.0000,61.4800,78699900
2004-03-31,62.0000,64.5000,60.6000,64.4400,56664300
2004-02-27,60.8100,62.3000,58.1200,62.0000,57455400
2004-01-30,59.0500,61.0000,55.4500,60.8800,59291000
2003-12-31,54.0500,58.6700,52.5500,58.1800,48307000
2003-11-28,51.3000,54.9000,47.5800,53.9000,64287900
2003-10-31,50.3200,55.6400,49.5000,50.8800,75092800
2003-09-30,49.5000,50.9800,47.9000,50.3200,51873400
2003-08-29,52.1000,53.4000,47.5100,49.4300,59986200
2003-07-31,50.2500,56.2500,47.2500,52.0900,75908300
2003-06-30,96.0700,105.3400,49.2500,50.2500,47336150
2003-05-30,92.1300,98.2200,89.4500,95.9400,42374800
2003-04-30,91.6700,95.1100,88.2000,92.1300,56325800
2003-03-31,83.3000,92.6900,82.1900,91.6700,41573700
2003-02-28,87.9100,88.7500,78.4000,82.9000,46075300
2003-01-31,83.5100,87.9100,81.0000,87.9000,47625600
2002-12-31,81.8500,84.7200,76.2700,83.5000,49223300
2002-11-29,90.9500,96.1000,75.0400,81.4500,84458400
2002-10-31,87.5500,101.0000,87.2000,90.9500,63538000
2002-09-30,87.9700,93.4100,84.0300,87.2200,39212400
2002-08-30,87.3500,92.7500,82.0500,88.3500,41247700
2002-07-31,92.8000,96.3000,81.4800,87.6600,76035900
2002-06-28,90.0000,97.8900,87.6000,91.5500,53209900
2002-05-31,88.9000,91.7400,85.5000,90.8000,41191500
2002-04-30,76.1500,89.6800,75.1300,87.8100,49867000
2002-03-28,72.6000,76.8000,67.8500,76.4200,37240300
2002-02-28,75.0000,75.7500,71.8000,72.4900,28726700
2002-01-31,70.0000,74.8000,68.5200,74.3500,34469900
2001-12-31,70.5300,72.8000,67.8100,70.7700,33339300
2001-11-30,66.4500,72.2000,62.4200,71.4500,37940500
2001-10-31,66.5200,69.7400,65.5100,65.7500,43365600
2001-09-28,68.0600,69.0000,58.8000,66.5000,39151200
2001-08-31,66.0000,70.0000,62.7500,68.0600,31402200
2001-07-31,61.9800,68.0000,61.0000,67.4200,33787400
2001-06-29,57.2500,63.4900,55.5000,61.7500,38451600
2001-05-31,64.5500,66.3000,52.5000,57.5000,71801900
2001-04-30,59.2600,67.4000,56.5000,65.4800,46053000
2001-03-30,60.0000,62.0000,50.5500,59.2600,45245200
2001-02-28,56.8000,64.3600,52.9700,59.2300,42721600
2001-01-31,61.5000,62.1900,50.5000,56.4100,46295900
2000-12-29,117.1900,122.5000,59.0000,61.3800,22835550
2000-11-30,109.4400,120.4400,104.2500,117.3100,30533700
2000-10-31,99.0000,117.0000,97.2500,109.3800,30064200
2000-09-29,95.0000,101.1200,89.6900,98.7500,17756100
2000-08-31,81.3100,95.8800,81.3100,94.5200,18581700
2000-07-31,85.4400,91.9400,78.1200,81.8100,21970800
