timestamp,open,high,low,close,volume,Ticker,Sector
2020-07-02,191.67,202.025,191.22,199.36,1572481,PSA,Real Estate
2020-06-30,202.25,213.61,186.36,191.89,24741767,PSA,Real Estate
2020-05-29,180.31,204.13,172.11,202.74,20311503,PSA,Real Estate
2020-04-30,192.26,212.3,180.47,185.45,24026624,PSA,Real Estate
2020-03-31,210.34,230.04,155.37,198.61,37787873,PSA,Real Estate
2020-02-28,224.47,233.37,204.4,209.12,21705946,PSA,Real Estate
2020-01-31,213.82,225.82,210.6,223.76,19416730,PSA,Real Estate
2019-12-31,210.4,214.77,202.84,212.96,20914321,PSA,Real Estate
2019-11-29,223.77,224.48,207.82,210.68,19883191,PSA,Real Estate
2019-10-31,242.99,249.03,218.24,222.86,22248407,PSA,Real Estate
2019-09-30,264.12,266.76,243.41,245.27,21262478,PSA,Real Estate
2019-08-30,242.69,265.3,242.0,264.74,16349118,PSA,Real Estate
2019-07-31,239.37,251.28,233.77,242.76,18096909,PSA,Real Estate
2019-06-28,238.17,247.63,232.38,238.17,15747570,PSA,Real Estate
2019-05-31,220.95,238.5437,220.42,237.88,15689569,PSA,Real Estate
2019-04-30,217.35,222.48,212.65,221.18,14970233,PSA,Real Estate
2019-03-29,211.04,226.06,209.25,217.78,22083945,PSA,Real Estate
2019-02-28,212.53,213.1444,199.53,211.49,18663842,PSA,Real Estate
2019-01-31,200.9,212.83,193.89,212.52,17448054,PSA,Real Estate
2018-12-31,213.25,216.7,195.7,202.41,27278470,PSA,Real Estate
2018-11-30,205.83,214.99,197.71,213.26,19067672,PSA,Real Estate
2018-10-31,202.21,211.5,194.09,205.47,23900844,PSA,Real Estate
2018-09-28,212.91,216.94,199.15,201.63,16287576,PSA,Real Estate
2018-08-31,211.01,225.285,201.05,212.58,21305557,PSA,Real Estate
2018-07-31,226.86,234.9,214.1,217.83,19904968,PSA,Real Estate
2018-06-29,211.95,230.09,210.0,226.86,19392532,PSA,Real Estate
2018-05-31,201.84,213.92,200.68,211.84,16928528,PSA,Real Estate
2018-04-30,201.05,204.75,192.02,201.78,17309779,PSA,Real Estate
2018-03-29,194.24,203.82,192.66,200.39,20452425,PSA,Real Estate
2018-02-28,196.1,197.74,180.48,194.44,23462691,PSA,Real Estate
2018-01-31,210.05,210.17,190.15,195.76,20343117,PSA,Real Estate
2017-12-29,213.97,215.45,203.61,209.0,13889506,PSA,Real Estate
2017-11-30,208.07,216.11,205.9,213.12,15862574,PSA,Real Estate
2017-10-31,214.55,219.53,198.11,207.25,18891057,PSA,Real Estate
2017-09-29,205.82,219.925,204.97,213.99,16784946,PSA,Real Estate
2017-08-31,206.1,207.0,194.5,205.34,16506619,PSA,Real Estate
2017-07-31,209.93,213.54,192.15,205.57,18700458,PSA,Real Estate
2017-06-30,215.21,215.62,204.84,208.53,21641020,PSA,Real Estate
2017-05-31,210.33,218.99,201.97,215.35,23786162,PSA,Real Estate
2017-04-28,219.0,232.21,208.46,209.38,14556524,PSA,Real Estate
2017-03-31,228.04,230.68,215.635,218.91,18088657,PSA,Real Estate
2017-02-28,215.07,231.49,212.5,227.46,13491076,PSA,Real Estate
2017-01-31,224.67,229.1,213.6,215.0,17069077,PSA,Real Estate
2016-12-30,208.16,224.4,205.93,223.5,18515937,PSA,Real Estate
2016-11-30,213.26,219.22,200.72,209.3,20837902,PSA,Real Estate
2016-10-31,222.6,222.6,200.65,213.72,17160473,PSA,Real Estate
2016-09-30,224.25,229.19,212.69,223.14,20141355,PSA,Real Estate
2016-08-31,238.78,239.3,221.51,223.94,18345778,PSA,Real Estate
2016-07-29,256.54,260.83,236.3,238.92,15526384,PSA,Real Estate
2016-06-30,253.03,262.74,234.98,255.59,22797630,PSA,Real Estate
2016-05-31,245.24,267.3395,245.0,253.71,16076881,PSA,Real Estate
2016-04-29,275.61,277.6,241.77,244.81,15473615,PSA,Real Estate
2016-03-31,249.73,276.83,247.67,275.83,14925618,PSA,Real Estate
2016-02-29,253.14,257.98,224.7101,249.49,17836135,PSA,Real Estate
2016-01-29,243.92,255.965,239.51,253.56,17050295,PSA,Real Estate
2015-12-31,241.9,253.93,235.42,247.7,19183731,PSA,Real Estate
2015-11-30,229.29,242.59,222.695,240.06,12946380,PSA,Real Estate
2015-10-30,212.72,233.72,210.87,229.46,13844468,PSA,Real Estate
2015-09-30,199.41,212.11,197.38,211.63,13561857,PSA,Real Estate
2015-08-31,205.18,217.9855,196.61,201.27,14472375,PSA,Real Estate
2015-07-31,183.36,206.73,182.08,205.18,13263794,PSA,Real Estate
2015-06-30,193.46,196.67,182.91,184.37,14955158,PSA,Real Estate
2015-05-29,188.36,200.5974,186.27,193.54,14852282,PSA,Real Estate
2015-04-30,197.4,199.93,186.4,187.91,11174248,PSA,Real Estate
2015-03-31,195.95,202.81,185.2,197.14,15479404,PSA,Real Estate
2015-02-27,201.01,206.81,195.3801,197.22,13258718,PSA,Real Estate
2015-01-30,185.35,206.915,185.05,200.84,12324659,PSA,Real Estate
2014-12-31,186.97,190.0,178.42,184.85,12627993,PSA,Real Estate
2014-11-28,184.32,190.19,183.2,187.63,11202839,PSA,Real Estate
2014-10-31,165.73,188.0,165.05,184.34,16022202,PSA,Real Estate
2014-09-30,175.5,177.13,162.34,165.84,13038363,PSA,Real Estate
2014-08-29,172.65,178.26,170.84,175.18,9786000,PSA,Real Estate
2014-07-31,171.85,175.86,169.53,171.61,10411700,PSA,Real Estate
2014-06-30,172.21,175.0,167.8,171.35,12238500,PSA,Real Estate
2014-05-30,175.27,176.49,168.29,172.38,14279300,PSA,Real Estate
2014-04-30,168.69,176.72,167.41,175.51,12642200,PSA,Real Estate
2014-03-31,168.2,172.11,164.65,168.49,15699900,PSA,Real Estate
2014-02-28,157.35,169.6,155.0,169.0,15157200,PSA,Real Estate
2014-01-31,150.49,158.73,148.04,157.59,14267800,PSA,Real Estate
2013-12-31,152.96,155.9,147.14,150.52,15825900,PSA,Real Estate
2013-11-29,168.01,176.68,152.395,152.7,13590600,PSA,Real Estate
2013-10-31,160.99,174.26,160.25,166.97,12318600,PSA,Real Estate
2013-09-30,153.92,168.3,150.46,160.55,11831900,PSA,Real Estate
2013-08-30,159.83,164.26,151.18,152.67,12289700,PSA,Real Estate
2013-07-31,153.63,163.74,149.46,159.22,11586500,PSA,Real Estate
2013-06-28,152.23,155.899,145.04,153.33,16208300,PSA,Real Estate
2013-05-31,163.81,168.66,151.58,151.8,15281700,PSA,Real Estate
2013-04-30,152.18,165.33,151.11,165.0,11413100,PSA,Real Estate
2013-03-28,150.94,154.62,146.12,152.32,13735200,PSA,Real Estate
2013-02-28,154.2,157.95,149.79,151.21,14669400,PSA,Real Estate
2013-01-31,146.58,154.42,144.35,153.93,12938000,PSA,Real Estate
2012-12-31,141.09,146.75,138.655,144.96,13169100,PSA,Real Estate
2012-11-30,139.21,148.17,138.65,140.64,18039900,PSA,Real Estate
2012-10-31,139.75,141.04,135.07,138.63,10771000,PSA,Real Estate
2012-09-28,145.16,149.835,137.86,139.17,14099400,PSA,Real Estate
2012-08-31,149.35,152.68,141.03,145.56,12905400,PSA,Real Estate
2012-07-31,144.27,150.35,142.51,148.95,14404800,PSA,Real Estate
2012-06-29,131.31,144.42,131.26,144.41,13700100,PSA,Real Estate
2012-05-31,143.24,146.49,129.77,133.47,16519300,PSA,Real Estate
2012-04-30,137.8,144.51,134.115,143.26,12491400,PSA,Real Estate
2012-03-30,134.0,138.88,129.04,138.17,22070300,PSA,Real Estate
2012-02-29,139.57,141.48,133.78,134.07,15744000,PSA,Real Estate
2012-01-31,136.7,138.98,130.64,138.86,16062900,PSA,Real Estate
2011-12-30,131.43,136.67,124.66,134.46,15681800,PSA,Real Estate
2011-11-30,126.76,132.06,121.39,131.9,21183400,PSA,Real Estate
2011-10-31,110.2,132.2,103.42,129.05,22967200,PSA,Real Estate
2011-09-30,123.88,124.81,111.19,111.35,23025100,PSA,Real Estate
2011-08-31,120.62,124.26,101.77,123.73,31839300,PSA,Real Estate
2011-07-29,114.2,123.68,113.95,119.63,13707400,PSA,Real Estate
2011-06-30,117.98,117.98,107.84,114.01,17554000,PSA,Real Estate
2011-05-31,117.7,120.0,112.78,118.34,14657700,PSA,Real Estate
2011-04-29,111.56,118.88,107.21,117.31,12830600,PSA,Real Estate
2011-03-31,112.81,113.36,105.87,110.91,17877500,PSA,Real Estate
2011-02-28,109.52,113.05,108.13,112.25,14807100,PSA,Real Estate
2011-01-31,102.19,109.03,99.96,108.98,13819900,PSA,Real Estate
2010-12-31,97.96,102.35,96.715,101.42,18392700,PSA,Real Estate
2010-11-30,100.0,106.12,94.6,96.6,20894000,PSA,Real Estate
2010-10-29,97.75,104.0,96.12,99.22,21224200,PSA,Real Estate
2010-09-30,99.22,104.35,96.57,97.04,25145800,PSA,Real Estate
2010-08-31,99.3,102.43,95.26,98.02,21310700,PSA,Real Estate
2010-07-30,88.83,100.4,85.04,98.12,26540300,PSA,Real Estate
2010-06-30,91.53,95.0,85.04,87.91,35833900,PSA,Real Estate
2010-05-28,97.29,100.58,85.6,92.69,41207400,PSA,Real Estate
2010-04-30,92.45,99.66,91.23,96.91,25270100,PSA,Real Estate
2010-03-31,83.43,94.2,83.06,91.99,28647600,PSA,Real Estate
2010-02-26,79.51,83.23,74.74,82.19,27913600,PSA,Real Estate
2010-01-29,81.76,82.13,77.07,79.18,27230800,PSA,Real Estate
2009-12-31,80.31,85.1,76.38,81.45,25753200,PSA,Real Estate
2009-11-30,73.62,82.02,72.02,79.58,34293300,PSA,Real Estate
2009-10-30,75.14,76.3,70.76,73.6,36080700,PSA,Real Estate
2009-09-30,70.11,79.47,67.19,75.24,41722700,PSA,Real Estate
2009-08-31,73.14,79.35,66.48,70.55,46716700,PSA,Real Estate
2009-07-31,66.14,73.05,61.35,72.57,39073800,PSA,Real Estate
2009-06-30,66.88,68.97,60.68,65.48,53450100,PSA,Real Estate
2009-05-29,66.61,68.86,60.46,66.61,72066600,PSA,Real Estate
2009-04-30,53.79,68.35,53.32,66.86,103685300,PSA,Real Estate
2009-03-31,53.75,59.55,45.35,55.25,121249300,PSA,Real Estate
2009-02-27,60.6,65.94,49.55,55.48,76200000,PSA,Real Estate
2009-01-30,79.5,79.88,59.44,61.87,67389500,PSA,Real Estate
2008-12-31,67.79,80.57,55.96,79.5,83167200,PSA,Real Estate
2008-11-28,81.78,84.42,52.52,69.89,71838800,PSA,Real Estate
2008-10-31,97.845,110.0,65.65,81.5,67970000,PSA,Real Estate
2008-09-30,91.105,102.48,81.7,99.01,49702800,PSA,Real Estate
2008-08-29,82.04,90.12,78.87,88.32,35113400,PSA,Real Estate
2008-07-31,79.49,86.99,75.0,81.89,40975400,PSA,Real Estate
2008-06-30,87.61,90.07,78.85,80.79,27497900,PSA,Real Estate
2008-05-30,91.18,95.44,83.01,88.13,22968100,PSA,Real Estate
2008-04-30,90.7,98.01,89.02,90.7,26839200,PSA,Real Estate
2008-03-31,82.54,94.98,76.96,88.62,40297300,PSA,Real Estate
2008-02-29,78.45,83.06,72.23,81.36,27312100,PSA,Real Estate
2008-01-31,73.22,81.42,65.66,78.16,35880000,PSA,Real Estate
2007-12-31,76.73,83.0,71.69,73.41,19367700,PSA,Real Estate
2007-11-30,80.0,80.1,70.29,77.34,27943700,PSA,Real Estate
2007-10-31,78.65,85.58,74.46,80.97,17684400,PSA,Real Estate
2007-09-28,75.9,81.1,71.97,78.65,15926000,PSA,Real Estate
2007-08-31,70.06,79.3399,68.09,75.78,29361900,PSA,Real Estate
2007-07-31,77.0,82.11,68.83,70.09,22889100,PSA,Real Estate
2007-06-29,89.35,90.68,74.28,76.82,25569400,PSA,Real Estate
2007-05-31,93.55,93.64,81.31,89.5,27059900,PSA,Real Estate
2007-04-30,94.92,99.36,92.79,93.32,15446400,PSA,Real Estate
2007-03-30,99.29,102.06,92.43,94.67,25481900,PSA,Real Estate
2007-02-28,108.75,117.16,100.93,101.27,23132400,PSA,Real Estate
2007-01-31,98.33,109.41,96.02,108.76,15034400,PSA,Real Estate
2006-12-29,96.19,98.05,94.01,97.5,12092900,PSA,Real Estate
2006-11-30,89.84,96.62,85.3,96.28,13159900,PSA,Real Estate
2006-10-31,86.1,90.0,85.17,89.71,11797000,PSA,Real Estate
2006-09-29,86.93,89.25,84.95,85.99,16296400,PSA,Real Estate
2006-08-31,79.9,88.72,79.36,86.65,21281700,PSA,Real Estate
2006-07-31,76.15,80.72,75.44,80.29,11675000,PSA,Real Estate
2006-06-30,71.67,76.5,71.31,75.9,14541100,PSA,Real Estate
2006-05-31,76.8,78.98,70.26,71.68,15880600,PSA,Real Estate
2006-04-28,80.8,81.4,73.43,76.88,11523900,PSA,Real Estate
2006-03-31,78.07,84.62,77.03,81.23,22803700,PSA,Real Estate
2006-02-28,72.5,78.37,70.27,78.02,9600600,PSA,Real Estate
2006-01-31,68.0,74.13,67.72,72.57,8175500,PSA,Real Estate
2005-12-30,70.8,71.87,67.72,67.72,7760400,PSA,Real Estate
2005-11-30,65.68,72.02,64.47,70.6,10921200,PSA,Real Estate
2005-10-31,66.9,67.4,61.36,66.2,13055800,PSA,Real Estate
